,ZIP_CODE,ZCTA,Population
0,501,11742,13261
1,544,11742,13261
2,11742,11742,13261
3,1001,1001,16769
4,1002,1002,29049
5,1004,1002,29049
6,1059,1002,29049
7,1003,1003,10372
8,1005,1005,5079
9,1007,1007,14649
10,1008,1008,1263
11,1009,1009,741
12,1010,1010,3609
13,1011,1011,1370
14,1012,1012,661
15,1013,1013,23188
16,1014,1013,23188
17,1020,1020,29668
18,1021,1020,29668
19,1022,1022,2451
20,1026,1026,946
21,1027,1027,17660
22,1028,1028,15720
23,1029,1029,789
24,1030,1030,11669
25,1031,1031,1308
26,1032,1032,570
27,1033,1033,6227
28,1034,1034,2021
29,1035,1035,5250
30,1036,1036,5109
31,1037,1037,838
32,1038,1038,2545
33,1039,1039,1336
34,1040,1040,39880
35,1041,1040,39880
36,1050,1050,2530
37,1053,1053,1685
38,1054,1054,1851
39,1056,1056,21103
40,1057,1057,8534
41,1060,1060,15284
42,1061,1060,15284
43,1062,1062,11150
44,1063,1063,430
45,1066,1066,64
46,1068,1068,1902
47,1069,1069,8469
48,1070,1070,629
49,1071,1071,1596
50,1072,1072,1478
51,1073,1073,5792
52,1074,1074,319
53,1075,1075,17527
54,1077,1077,9502
55,1079,1079,692
56,1080,1080,2334
57,1081,1081,1698
58,1082,1082,10322
59,1083,1083,2888
60,1084,1084,176
61,1085,1085,41117
62,1086,1086,687
63,1088,1088,670
64,1089,1089,28391
65,1090,1089,28391
66,1092,1092,1394
67,1093,1093,325
68,1094,1094,351
69,1095,1095,14319
70,1096,1096,2217
71,1097,1097,111
72,1098,1098,1101
73,1101,1104,22865
74,1102,1104,22865
75,1104,1104,22865
76,1103,1103,2479
77,1115,1103,2479
78,1144,1103,2479
79,1105,1105,12350
80,1106,1106,16021
81,1116,1106,16021
82,1107,1107,11611
83,1108,1108,26688
84,1138,1108,26688
85,1109,1109,30250
86,1111,1109,30250
87,1139,1109,30250
88,1118,1118,14071
89,1119,1119,14152
90,1128,1128,2631
91,1129,1129,7019
92,1151,1151,8698
93,1152,1151,8698
94,1199,1199,0
95,1201,1201,46504
96,1202,1201,46504
97,1203,1201,46504
98,1220,1220,8603
99,1222,1222,829
100,1223,1223,2314
101,1224,1224,182
102,1225,1225,3117
103,1226,1226,6945
104,1227,1226,6945
105,1229,1229,95
106,1230,1230,8430
107,1252,1230,8430
108,1235,1235,2766
109,1236,1236,1509
110,1237,1237,2496
111,1238,1238,6047
112,1240,1240,4534
113,1242,1242,476
114,1243,1243,334
115,1244,1244,151
116,1245,1245,985
117,1247,1247,16087
118,1253,1253,731
119,1254,1254,972
120,1255,1255,915
121,1256,1256,692
122,1257,1257,2121
123,1258,1258,374
124,1259,1259,635
125,1260,1260,240
126,1262,1262,1238
127,1263,1262,1238
128,1264,1264,137
129,1266,1266,1463
130,1267,1267,7989
131,1270,1270,778
132,1301,1301,17700
133,1302,1301,17700
134,1330,1330,1506
135,1331,1331,13263
136,1337,1337,2596
137,1338,1338,187
138,1339,1339,1438
139,1340,1340,1701
140,1341,1341,1833
141,1342,1342,1492
142,1343,1343,75
143,1344,1344,1498
144,1346,1346,533
145,1347,1347,166
146,1349,1349,1091
147,1350,1350,121
148,1351,1351,2270
149,1354,1354,1500
150,1355,1355,878
151,1360,1360,3032
152,1364,1364,7969
153,1366,1366,1277
154,1367,1367,522
155,1368,1368,1261
156,1370,1370,4084
157,1373,1373,4600
158,1375,1375,3684
159,1376,1376,5247
160,1378,1378,774
161,1379,1379,813
162,1380,1379,813
163,1420,1420,40337
164,1430,1430,6089
165,1431,1431,3074
166,1432,1432,7089
167,1434,1434,1795
168,1436,1436,3336
169,1438,1438,559
170,1440,1440,20347
171,1441,1440,20347
172,1450,1450,10646
173,1470,1450,10646
174,1471,1450,10646
175,1472,1450,10646
176,1451,1451,4747
177,1452,1452,4382
178,1453,1453,40883
179,1460,1460,8924
180,1462,1462,10086
181,1463,1463,11497
182,1464,1464,7211
183,1467,1467,316
184,1468,1468,4021
185,1469,1469,6801
186,1473,1473,7277
187,1474,1474,2125
188,1475,1475,10270
189,1501,1501,16075
190,1503,1503,2866
191,1504,1504,9026
192,1505,1505,4355
193,1506,1506,3390
194,1507,1507,12981
195,1508,1507,12981
196,1509,1507,12981
197,1510,1510,13606
198,1515,1515,2183
199,1516,1516,8500
200,1518,1518,2974
201,1519,1519,6595
202,1520,1520,13997
203,1521,1521,2481
204,1522,1522,3310
205,1523,1523,7582
206,1524,1524,6696
207,1525,1525,290
208,1526,1590,8875
209,1590,1590,8875
210,1527,1527,13246
211,1586,1527,13246
212,1529,1529,3190
213,1531,1531,999
214,1532,1532,14155
215,1534,1534,5631
216,1535,1535,4680
217,1536,1536,6888
218,1537,1537,2248
219,1538,1569,13569
220,1569,1569,13569
221,1540,1540,11291
222,1541,1541,3413
223,1542,1542,2202
224,1543,1543,7973
225,1545,1545,35299
226,1546,1545,35299
227,1550,1550,16719
228,1560,1560,4527
229,1561,1561,330
230,1562,1562,11688
231,1564,1564,7808
232,1566,1566,6294
233,1568,1568,7480
234,1570,1570,16767
235,1571,1571,11390
236,1581,1581,18272
237,1583,1583,7591
238,1585,1585,4554
239,1588,1588,9733
240,1601,1608,3888
241,1608,1608,3888
242,1614,1608,3888
243,1602,1602,22819
244,1603,1603,19916
245,1604,1604,34677
246,1605,1605,26221
247,1613,1605,26221
248,1615,1605,26221
249,1653,1605,26221
250,1655,1605,26221
251,1606,1606,19077
252,1607,1607,8351
253,1609,1609,22421
254,1610,1610,23945
255,1611,1611,2242
256,1612,1612,4845
257,1701,1701,31217
258,1703,1701,31217
259,1704,1701,31217
260,1705,1701,31217
261,1702,1702,37206
262,1718,1718,469
263,1719,1719,4996
264,1720,1720,21361
265,1721,1721,16593
266,1730,1730,13221
267,1731,1731,1396
268,1740,1740,4897
269,1741,1741,4852
270,1742,1742,17726
271,1745,1745,397
272,1746,1746,13547
273,1747,1747,5911
274,1748,1748,14925
275,1784,1748,14925
276,1749,1749,19063
277,1752,1752,38499
278,1754,1754,10106
279,1756,1756,5839
280,1757,1757,28061
281,1760,1760,32786
282,1770,1770,4119
283,1772,1772,9370
284,1773,1773,5112
285,1775,1775,6590
286,1776,1776,17659
287,1778,1778,13109
288,1801,1801,38903
289,1813,1801,38903
290,1815,1801,38903
291,1888,1801,38903
292,1803,1803,24487
293,1805,1803,24487
294,1810,1810,33201
295,1812,1810,33201
296,1899,1810,33201
297,5501,1810,33201
298,5544,1810,33201
299,1821,1821,30310
300,1865,1821,30310
301,1866,1821,30310
302,1822,1824,24911
303,1824,1824,24911
304,1826,1826,29422
305,1827,1827,3179
306,1830,1830,25137
307,1831,1830,25137
308,1832,1832,22060
309,1833,1833,8183
310,1834,1834,6459
311,1835,1835,13682
312,1840,1840,4733
313,1842,1840,4733
314,1841,1841,47225
315,1843,1843,24425
316,1844,1844,47249
317,1845,1845,28352
318,1850,1850,15237
319,1851,1851,30190
320,1852,1852,33508
321,1853,1852,33508
322,1854,1854,27606
323,1860,1860,6338
324,1862,1862,10227
325,1863,1863,8891
326,1864,1864,14892
327,1889,1864,14892
328,1867,1867,23956
329,1876,1876,28667
330,1879,1879,11305
331,1880,1880,24733
332,1885,1921,7961
333,1921,1921,7961
334,1886,1886,21951
335,1887,1887,22325
336,1890,1890,21382
337,1901,1901,1689
338,1903,1901,1689
339,1902,1902,45139
340,1904,1904,18203
341,1905,1905,25251
342,1910,1905,25251
343,1906,1906,26660
344,1907,1907,14027
345,1908,1908,3410
346,1913,1913,16283
347,1915,1915,39502
348,1965,1915,39502
349,1922,1922,3108
350,1923,1923,26342
351,1929,1929,3504
352,1930,1930,28789
353,1931,1930,28789
354,1936,1982,7764
355,1982,1982,7764
356,1937,1937,151
357,1938,1938,13175
358,1940,1940,12108
359,1944,1944,5136
360,1945,1945,19808
361,1949,1949,8987
362,1950,1950,17416
363,1951,1951,3558
364,1952,1952,8283
365,1960,1960,50944
366,1961,1960,50944
367,1966,1966,6952
368,1969,1969,5856
369,1970,1970,41109
370,1971,1970,41109
371,1983,1983,6089
372,1984,1984,4875
373,1985,1985,4235
374,2018,2043,22157
375,2043,2043,22157
376,2044,2043,22157
377,2019,2019,16332
378,2020,2050,25429
379,2041,2050,25429
380,2050,2050,25429
381,2051,2050,25429
382,2059,2050,25429
383,2065,2050,25429
384,2021,2021,21561
385,2025,2025,7542
386,2026,2026,24711
387,2027,2026,24711
388,2030,2030,5589
389,2032,2032,4226
390,2035,2035,16865
391,2038,2038,31635
392,2040,2066,17656
393,2055,2066,17656
394,2060,2066,17656
395,2066,2066,17656
396,2045,2045,10293
397,2047,2047,180
398,2048,2048,23184
399,2052,2052,12024
400,2053,2053,12752
401,2054,2054,7891
402,2056,2056,10981
403,2061,2061,10506
404,2062,2062,28602
405,2067,2067,17486
406,2070,2093,10955
407,2093,2093,10955
408,2071,2071,1707
409,2072,2072,26999
410,2081,2081,18472
411,2090,2090,14636
412,2108,2108,3825
413,2133,2108,3825
414,2109,2109,3771
415,2112,2109,3771
416,2211,2109,3771
417,2212,2109,3771
418,2110,2110,1733
419,2241,2110,1733
420,2111,2111,7383
421,2196,2111,7383
422,2205,2111,7383
423,2266,2111,7383
424,2283,2111,7383
425,2284,2111,7383
426,2293,2111,7383
427,2297,2111,7383
428,2298,2111,7383
429,2113,2113,6915
430,2114,2114,11999
431,2222,2114,11999
432,2115,2115,28441
433,2123,2115,28441
434,2116,2116,20628
435,2117,2116,20628
436,2217,2116,20628
437,2118,2118,26498
438,2119,2119,25346
439,2120,2120,15181
440,2121,2121,25978
441,2122,2122,23479
442,2124,2124,47783
443,2125,2125,33295
444,2126,2126,25562
445,2127,2127,31799
446,2128,2128,40508
447,2228,2128,40508
448,2129,2129,16439
449,2130,2130,35401
450,2131,2131,29826
451,2132,2132,25861
452,2134,2134,21503
453,2135,2135,42780
454,2136,2136,28488
455,2137,2136,28488
456,2138,2138,36314
457,2139,2139,36349
458,2238,2139,36349
459,2140,2140,17607
460,2141,2141,11910
461,2142,2142,3141
462,2143,2143,24514
463,2144,2144,23891
464,2145,2145,25439
465,2148,2148,59503
466,2149,2149,41550
467,2150,2150,35124
468,2204,2150,35124
469,2206,2150,35124
470,2151,2151,51808
471,2152,2152,17497
472,2153,2155,57964
473,2155,2155,57964
474,2156,2155,57964
475,2163,2163,2582
476,2169,2169,55055
477,2269,2169,55055
478,2170,2170,19505
479,2171,2171,17711
480,2176,2176,26983
481,2180,2180,21437
482,2184,2184,35744
483,2185,2184,35744
484,2186,2186,27003
485,2187,2186,27003
486,2188,2188,14608
487,2189,2189,14559
488,2190,2190,16119
489,2191,2191,8457
490,2199,2199,1146
491,2201,2203,0
492,2203,2203,0
493,2210,2210,2090
494,2215,2215,26125
495,2301,2301,61025
496,2304,2301,61025
497,2305,2301,61025
498,2302,2302,32741
499,2303,2302,32741
500,2322,2322,4356
501,2324,2324,26563
502,2325,2324,26563
503,2327,2359,17828
504,2358,2359,17828
505,2359,2359,17828
506,2330,2330,11509
507,2355,2330,11509
508,2331,2332,15059
509,2332,2332,15059
510,2333,2333,13794
511,2337,2333,13794
512,2334,2356,12564
513,2356,2356,12564
514,2338,2338,7518
515,2339,2339,13879
516,2340,2339,13879
517,2341,2341,10218
518,2350,2341,10218
519,2343,2343,10745
520,2344,2346,23106
521,2346,2346,23106
522,2345,2360,56271
523,2360,2360,56271
524,2361,2360,56271
525,2362,2360,56271
526,2381,2360,56271
527,2347,2347,10612
528,2348,2347,10612
529,2349,2347,10612
530,2351,2351,16029
531,2357,2357,1360
532,2364,2364,12629
533,2366,2366,197
534,2367,2367,2820
535,2368,2368,32158
536,2370,2370,17489
537,2375,2375,9188
538,2379,2379,6916
539,2783,2379,6916
540,2382,2382,14489
541,2420,2420,14052
542,2421,2421,17342
543,2445,2445,20679
544,2447,2445,20679
545,2446,2446,29311
546,2451,2451,17426
547,2454,2451,17426
548,2455,2451,17426
549,2452,2452,14238
550,2453,2453,28968
551,2456,2472,32014
552,2471,2472,32014
553,2472,2472,32014
554,2477,2472,32014
555,2457,2457,1432
556,2458,2458,12131
557,2495,2458,12131
558,2459,2459,19095
559,2460,2460,8742
560,2461,2461,7059
561,2462,2462,1554
562,2464,2464,2953
563,2465,2465,11710
564,2466,2466,8096
565,2467,2467,22491
566,2468,2468,5273
567,2474,2474,26312
568,2475,2476,16532
569,2476,2476,16532
570,2478,2478,24664
571,2479,2478,24664
572,2481,2481,16244
573,2482,2482,10306
574,2492,2492,19931
575,2493,2493,11261
576,2494,2494,8955
577,2532,2532,12690
578,2534,2534,842
579,2535,2535,1177
580,2552,2535,1177
581,2536,2536,19583
582,2537,2537,6293
583,2538,2538,3603
584,2539,2539,4067
585,2540,2540,8221
586,2541,2540,8221
587,2574,2540,8221
588,2542,2542,1139
589,2543,2543,635
590,2553,2553,226
591,2554,2554,9852
592,2556,2556,3115
593,2557,2557,4491
594,2558,2558,2156
595,2559,2559,3376
596,2561,2561,539
597,2562,2562,2977
598,2563,2563,10359
599,2564,2564,310
600,2568,2568,4000
601,2571,2571,10481
602,2575,2575,2725
603,2576,2576,3754
604,2584,2584,10
605,2601,2601,14089
606,2630,2630,1850
607,2631,2631,9679
608,2632,2632,10742
609,2634,2632,10742
610,2633,2633,3884
611,2635,2635,3296
612,2637,2637,253
613,2638,2638,3207
614,2639,2639,2875
615,2641,2641,532
616,2642,2642,4937
617,2643,2643,26
618,2644,2644,3955
619,2645,2645,9663
620,2661,2645,9663
621,2646,2646,1676
622,2647,2647,129
623,2648,2648,7301
624,2649,2649,14006
625,2650,2650,848
626,2651,2651,16
627,2652,2652,1175
628,2653,2653,5911
629,2662,2653,5911
630,2655,2655,3518
631,2657,2657,2942
632,2659,2659,1108
633,2660,2660,6261
634,2663,2663,173
635,2664,2664,9371
636,2666,2666,828
637,2667,2667,2580
638,2668,2668,3278
639,2669,2669,285
640,2670,2670,1307
641,2671,2671,1023
642,2672,2672,180
643,2673,2673,8402
644,2675,2675,6577
645,2702,2702,4125
646,2703,2703,43593
647,2712,2766,19031
648,2766,2766,19031
649,2713,2713,52
650,2714,2748,11442
651,2748,2748,11442
652,2715,2715,3123
653,2717,2717,4745
654,2718,2718,6655
655,2719,2719,15873
656,2720,2720,30287
657,2722,2720,30287
658,2721,2721,26290
659,2723,2723,14767
660,2724,2724,16908
661,2725,2725,2631
662,2726,2726,15534
663,2738,2738,4907
664,2739,2739,6045
665,2740,2740,43087
666,2741,2740,43087
667,2742,2740,43087
668,2743,2743,10307
669,2744,2744,11900
670,2745,2745,24576
671,2746,2746,15342
672,2747,2747,22927
673,2760,2760,26739
674,2761,2760,26739
675,2762,2762,8264
676,2763,2763,1973
677,2764,2764,3988
678,2767,2767,13566
679,2768,2767,13566
680,2769,2769,11608
681,2770,2770,5093
682,2771,2771,13708
683,2777,2777,15840
684,2779,2779,6411
685,2780,2780,49036
686,2790,2790,15717
687,2791,2791,246
688,2801,2837,3492
689,2837,2837,3492
690,2802,2802,786
691,2804,2804,2607
692,2806,2806,16310
693,2807,2807,1051
694,2808,2808,2401
695,2809,2809,22938
696,2812,2812,1497
697,2813,2813,7831
698,2814,2814,7496
699,2829,2814,7496
700,2815,2815,278
701,2816,2816,32611
702,2817,2817,6135
703,2818,2818,18082
704,2822,2822,6111
705,2877,2822,6111
706,2823,2831,3515
707,2831,2831,3515
708,2824,2896,11537
709,2896,2896,11537
710,2825,2825,5377
711,2826,2826,791
712,2827,2827,2172
713,2828,2828,7704
714,2830,2830,5976
715,2832,2832,4608
716,2833,2833,784
717,2835,2835,5405
718,2836,2836,136
719,2838,2838,3400
720,2839,2839,1902
721,2840,2840,23335
722,2841,2841,1392
723,2842,2842,16095
724,2852,2852,22551
725,2857,2857,8412
726,2858,2858,570
727,2859,2859,6738
728,2860,2860,45199
729,2862,2860,45199
730,2861,2861,14
731,2861,2861,26164
732,2863,2863,19385
733,2864,2864,33396
734,2865,2865,16951
735,2871,2871,17171
736,2872,2872,218
737,2873,2873,235
738,2874,2874,5860
739,2875,2875,307
740,2876,2876,430
741,2878,2878,15780
742,2879,2879,20371
743,2880,2879,20371
744,2883,2879,20371
745,2881,2881,7841
746,2882,2882,14184
747,2885,2885,10627
748,2886,2886,29269
749,2887,2889,28217
750,2889,2889,28217
751,2888,2888,19912
752,2891,2891,21198
753,2892,2892,4988
754,2893,2893,29630
755,2894,2894,722
756,2895,2895,41186
757,2898,2898,1696
758,2901,2903,10780
759,2902,2903,10780
760,2903,2903,10780
761,2904,2904,29359
762,2940,2904,29359
763,2905,2905,25223
764,2906,2906,28387
765,2907,2907,27445
766,2908,2908,37467
767,2918,2908,37467
768,2909,2909,43540
769,2910,2910,21000
770,2911,2911,15574
771,2912,2912,1370
772,2914,2914,21963
773,2915,2915,16897
774,2916,2916,8139
775,2917,2917,13762
776,2919,2919,28790
777,2920,2920,37547
778,2921,2921,12361
779,3031,3031,11247
780,3032,3032,4953
781,3033,3033,4987
782,3034,3034,3970
783,3040,3034,3970
784,3036,3036,4782
785,3037,3037,4219
786,3038,3038,33269
787,3041,3038,33269
788,3042,3042,6341
789,3043,3043,1573
790,3044,3044,4263
791,3045,3045,13560
792,3046,3046,2758
793,3047,3047,1767
794,3048,3048,3426
795,3049,3049,7688
796,3051,3051,24480
797,3052,3052,8258
798,3053,3053,23957
799,3054,3054,25477
800,3055,3055,15086
801,3057,3057,2500
802,3060,3060,29357
803,3061,3060,29357
804,3062,3062,26694
805,3063,3063,16216
806,3064,3064,14227
807,3070,3070,5254
808,3071,3071,5109
809,3073,3079,28776
810,3079,3079,28776
811,3076,3076,12897
812,3077,3077,10155
813,3082,3082,1615
814,3084,3084,1366
815,3086,3086,3728
816,3087,3087,13592
817,3101,3101,3049
818,3105,3101,3049
819,3102,3102,31096
820,3103,3103,36476
821,3108,3103,36476
822,3111,3103,36476
823,3104,3104,32798
824,3106,3106,13374
825,3109,3109,10314
826,3110,3110,21203
827,3215,3215,247
828,3216,3216,2159
829,3217,3217,2076
830,3218,3218,960
831,3220,3220,7430
832,3289,3220,7430
833,3221,3221,2091
834,3222,3222,5353
835,3223,3223,3427
836,3224,3224,2318
837,3225,3225,3660
838,3226,3226,1117
839,3227,3227,925
840,3229,3229,5589
841,3230,3230,1231
842,3231,3231,202
843,3233,3233,115
844,3234,3234,4572
845,3235,3235,8562
846,3237,3237,2254
847,3238,3238,75
848,3240,3240,1340
849,3241,3241,876
850,3242,3242,4836
851,3243,3243,1085
852,3244,3244,8092
853,3245,3245,2027
854,3246,3246,15963
855,3247,3246,15963
856,3249,3249,7113
857,3251,3251,1662
858,3252,3276,8324
859,3276,3276,8324
860,3253,3253,6219
861,3298,3253,6219
862,3299,3253,6219
863,3254,3254,4049
864,3255,3255,2090
865,3272,3255,2090
866,3256,3256,2169
867,3257,3257,4455
868,3258,3258,2517
869,3259,3259,368
870,3260,3260,809
871,3261,3261,4246
872,3262,3262,1231
873,3263,3263,4114
874,3264,3264,7468
875,3266,3266,2163
876,3268,3268,1272
877,3269,3269,2966
878,3273,3273,312
879,3275,3275,11437
880,3278,3278,2952
881,3279,3279,829
882,3280,3280,1123
883,3281,3281,8785
884,3282,3282,902
885,3284,3284,999
886,3285,3285,2479
887,3287,3287,1295
888,3290,3290,4731
889,3291,3291,39
890,3293,3293,143
891,3301,3301,33008
892,3302,3301,33008
893,3305,3301,33008
894,3303,3303,15524
895,3304,3304,7519
896,3307,3307,5334
897,3431,3431,25280
898,3435,3431,25280
899,3440,3440,2692
900,3441,3441,395
901,3442,3442,1491
902,3443,3443,742
903,3444,3444,1590
904,3445,3445,691
905,3446,3446,6285
906,3469,3446,6285
907,3447,3447,2422
908,3448,3448,811
909,3449,3449,1654
910,3450,3450,961
911,3451,3451,4077
912,3452,3452,5457
913,3455,3455,2086
914,3456,3456,742
915,3457,3457,852
916,3458,3458,6643
917,3468,3458,6643
918,3461,3461,6014
919,3462,3462,1562
920,3464,3464,1109
921,3465,3465,2156
922,3466,3466,1332
923,3467,3467,1842
924,3470,3470,5033
925,3561,3561,5939
926,3570,3570,10051
927,3574,3574,2526
928,3575,3575,124
929,3576,3576,3238
930,3579,3579,103
931,3579,3579,358
932,3580,3580,1369
933,3581,3581,3230
934,3582,3582,2577
935,3583,3583,1107
936,3584,3584,3774
937,3585,3585,2519
938,3586,3586,547
939,3588,3588,1641
940,3589,3593,313
941,3593,3593,313
942,3590,3590,1052
943,3592,3592,1145
944,3595,3595,639
945,3597,3597,521
946,3598,3598,3285
947,3601,3601,477
948,3602,3602,2654
949,3603,3603,5412
950,3604,3604,69
951,3605,3605,1160
952,3607,3607,322
953,3608,3608,2811
954,3609,3609,854
955,3740,3740,911
956,3741,3741,4208
957,3743,3743,14103
958,3745,3745,1424
959,3746,3746,216
960,3748,3748,4762
961,3749,3748,4762
962,3750,3750,870
963,3751,3751,583
964,3752,3752,810
965,3753,3753,2971
966,3754,3754,86
967,3755,3755,10538
968,3756,3766,8958
969,3766,3766,8958
970,3765,3765,503
971,3768,3768,1716
972,3769,3768,1716
973,3770,3770,524
974,3771,3771,754
975,3773,3773,7841
976,3774,3774,1966
977,3777,3777,1237
978,3779,3779,790
979,3780,3780,410
980,3781,3781,1840
981,3782,3782,2945
982,3784,3784,4086
983,3785,3785,2400
984,3801,3801,21532
985,3802,3801,21532
986,3803,3801,21532
987,3804,3904,7703
988,3904,3904,7703
989,3809,3809,3716
990,3810,3810,1538
991,3811,3811,6753
992,3812,3812,824
993,3813,3813,3250
994,3814,3814,2329
995,3815,3884,3964
996,3884,3884,3964
997,3816,3816,1368
998,3817,3817,574
999,3818,3818,3807
1000,3819,3819,4377
1001,3820,3820,30039
1002,3821,3820,30039
1003,3822,3820,30039
1004,3823,3823,1719
1005,3824,3824,14638
1006,3825,3825,8512
1007,3826,3826,2470
1008,3827,3827,3150
1009,3830,3830,1610
1010,3832,3832,395
1011,3833,3833,20955
1012,3835,3835,6786
1013,3836,3836,1489
1014,3837,3837,1519
1015,3838,3838,1031
1016,3839,3839,3735
1017,3840,3840,3566
1018,3841,3841,6334
1019,3842,3842,15345
1020,3843,3842,15345
1021,3844,3844,2238
1022,3845,3845,991
1023,3846,3846,799
1024,3847,3847,294
1025,3848,3848,6020
1026,3849,3849,1585
1027,3850,3850,372
1028,3851,3851,4040
1029,3852,3852,558
1030,3853,3853,602
1031,3854,3854,968
1032,3855,3855,2638
1033,3856,3856,1680
1034,3857,3857,9006
1035,3858,3858,4603
1036,3859,3858,4603
1037,3860,3860,4056
1038,3861,3861,4330
1039,3862,3862,4278
1040,3864,3864,1696
1041,3865,3865,7609
1042,3866,3867,20758
1043,3867,3867,20758
1044,3868,3868,5323
1045,3869,3869,2469
1046,3870,3870,5162
1047,3871,3871,136
1048,3872,3872,3809
1049,3873,3873,5711
1050,3874,3874,8776
1051,3875,3875,833
1052,3878,3878,11824
1053,3882,3882,1465
1054,3883,3883,178
1055,3885,3885,7261
1056,3886,3886,2112
1057,3897,3886,2112
1058,3887,3887,2154
1059,3890,3890,327
1060,3894,3894,6314
1061,3896,3894,6314
1062,3901,3901,7246
1063,3902,3902,2211
1064,3903,3903,6211
1065,3905,3905,1780
1066,3906,3906,4647
1067,3907,3907,894
1068,3908,3908,7233
1069,3909,3909,9738
1070,3910,3910,328
1071,3911,3911,250
1072,4001,4001,2429
1073,4002,4002,7351
1074,4003,4003,330
1075,4004,4093,8034
1076,4093,4093,8034
1077,4005,4005,23146
1078,4007,4005,23146
1079,4006,4006,96
1080,4008,4008,2723
1081,4009,4009,5151
1082,4010,4010,1597
1083,4011,4011,20278
1084,4013,4032,7879
1085,4032,4032,7879
1086,4033,4032,7879
1087,4034,4032,7879
1088,4078,4032,7879
1089,4014,4046,7496
1090,4046,4046,7496
1091,4015,4015,3808
1092,4077,4015,3808
1093,4016,4051,1153
1094,4051,4051,1153
1095,4017,4017,341
1096,4019,4019,71
1097,4020,4020,1403
1098,4021,4021,5820
1099,4022,4022,1148
1100,4024,4024,608
1101,4027,4027,6031
1102,4028,4047,1892
1103,4047,4047,1892
1104,4029,4029,1725
1105,4030,4030,2208
1106,4037,4037,3834
1107,4038,4038,16381
1108,4039,4039,7422
1109,4040,4040,3111
1110,4041,4041,1613
1111,4042,4042,4281
1112,4043,4043,10810
1113,4094,4043,10810
1114,4048,4048,2946
1115,4049,4049,3659
1116,4050,4050,230
1117,4054,4090,9589
1118,4090,4090,9589
1119,4055,4055,3793
1120,4056,4056,257
1121,4057,4057,56
1122,4061,4061,3369
1123,4062,4062,17020
1124,4082,4062,17020
1125,4063,4063,412
1126,4064,4064,8212
1127,4066,4066,539
1128,4068,4068,1505
1129,4069,4069,1465
1130,4070,4074,18760
1131,4074,4074,18760
1132,4071,4071,4801
1133,4072,4072,18482
1134,4073,4073,16189
1135,4076,4076,2683
1136,4079,4079,3871
1137,4083,4083,4525
1138,4084,4084,8088
1139,4085,4085,1786
1140,4086,4086,8787
1141,4087,4087,2116
1142,4088,4088,1516
1143,4091,4091,911
1144,4092,4092,17515
1145,4098,4092,17515
1146,4095,4095,1274
1147,4096,4096,8349
1148,4097,4097,3574
1149,4101,4101,17227
1150,4104,4101,17227
1151,4112,4101,17227
1152,4116,4101,17227
1153,4102,4102,17335
1154,4122,4102,17335
1155,4123,4102,17335
1156,4124,4102,17335
1157,4103,4103,30606
1158,4105,4105,11158
1159,4106,4106,25175
1160,4107,4107,8980
1161,4108,4108,862
1162,4109,4109,93
1163,4110,4110,1391
1164,4210,4210,23045
1165,4211,4210,23045
1166,4212,4210,23045
1167,4223,4210,23045
1168,4216,4216,640
1169,4217,4217,3312
1170,4219,4219,1472
1171,4220,4220,3077
1172,4221,4221,1098
1173,4222,4222,3848
1174,4224,4224,3040
1175,4225,4294,3995
1176,4294,4294,3995
1177,4226,4226,190
1178,4227,4227,79
1179,4228,4228,6
1180,4230,4274,5343
1181,4274,4274,5343
1182,4291,4274,5343
1183,4231,4231,236
1184,4234,4234,168
1185,4236,4236,4350
1186,4237,4237,238
1187,4238,4238,1416
1188,4239,4239,4851
1189,4262,4239,4851
1190,4240,4240,36592
1191,4241,4240,36592
1192,4243,4240,36592
1193,4250,4250,4228
1194,4252,4252,4799
1195,4253,4253,2095
1196,4254,4254,3181
1197,4255,4255,802
1198,4256,4256,3064
1199,4257,4257,2681
1200,4258,4258,2617
1201,4288,4258,2617
1202,4259,4259,3264
1203,4260,4260,5542
1204,4261,4261,444
1205,4263,4263,2326
1206,4265,4265,918
1207,4266,4282,5734
1208,4282,4282,5734
1209,4267,4267,37
1210,4268,4268,5023
1211,4270,4270,5880
1212,4271,4271,67
1213,4275,4275,514
1214,4276,4276,5841
1215,4280,4280,6474
1216,4281,4281,5116
1217,4284,4284,1138
1218,4285,4285,433
1219,4286,4286,47
1220,4287,4287,3224
1221,4289,4289,1815
1222,4290,4290,1541
1223,4292,4292,948
1224,4330,4330,26086
1225,4332,4330,26086
1226,4333,4330,26086
1227,4336,4330,26086
1228,4338,4330,26086
1229,4341,4348,2976
1230,4348,4348,2976
1231,4342,4342,1672
1232,4343,4343,25
1233,4344,4344,2951
1234,4345,4345,11646
1235,4346,4346,1772
1236,4347,4347,2355
1237,4349,4349,1158
1238,4350,4350,3577
1239,4351,4351,2571
1240,4352,4352,1632
1241,4353,4353,2300
1242,4354,4354,1535
1243,4355,4355,2600
1244,4357,4357,3399
1245,4358,4358,4276
1246,4359,4359,388
1247,4360,4360,560
1248,4363,4363,2575
1249,4364,4364,6025
1250,4401,4401,44899
1251,4402,4401,44899
1252,4406,4406,819
1253,4408,4408,176
1254,4410,4410,1290
1255,4411,4411,1492
1256,4412,4412,9482
1257,4413,4413,196
1258,4414,4414,1248
1259,4415,4415,276
1260,4416,4416,5468
1261,4417,4417,370
1262,4418,4418,1771
1263,4419,4419,2794
