,ZIP_CODE,ZCTA,Population
21701,51510,51510,3785
21702,51520,51520,233
21703,51521,51521,2036
21704,51523,51523,357
21705,51525,51525,1184
21706,51526,51526,1753
21707,51527,51527,530
21708,51528,51528,931
21709,51529,51529,1671
21710,51530,51530,854
21711,51531,51531,914
21712,51532,51532,622
21713,51533,51533,895
21714,51534,51534,9236
21715,51535,51535,1923
21716,51536,51536,448
21717,51537,51537,6703
21718,51593,51537,6703
21719,51540,51540,449
21720,51541,51541,363
21721,51542,51542,1011
21722,51543,51543,445
21723,51544,51544,721
21724,51545,51545,378
21725,51546,51546,2915
21726,51548,51548,433
21727,51549,51549,465
21728,51550,51550,181
21729,51551,51551,1828
21730,51552,51552,301
21731,51553,51553,1013
21732,51554,51554,187
21733,51555,51555,5245
21734,51556,51556,437
21735,51557,51557,833
21736,51557,51557,40
21737,51558,51558,560
21738,51559,51559,1788
21739,51560,51560,2099
21740,51561,51561,1455
21741,51562,51562,449
21742,51563,51563,779
21743,51564,51564,501
21744,51565,51565,501
21745,51566,51566,7035
21746,51591,51566,7035
21747,51570,51570,1039
21748,51571,51571,649
21749,51572,51572,398
21750,51573,51573,1093
21751,51575,51575,1616
21752,51576,51576,2110
21753,51577,51577,1184
21754,51578,51578,79
21755,51579,51579,2340
21756,51601,51601,6025
21757,51603,51601,6025
21758,51630,51630,173
21759,51631,51631,306
21760,51632,51632,7297
21761,51651,51632,7297
21762,51636,51636,405
21763,51637,51637,214
21764,51638,51638,1299
21765,51639,51639,795
21766,51640,51640,1737
21767,51640,51640,11
21768,51645,51645,262
21769,51646,51646,763
21770,51647,51647,141
21771,51648,51648,255
21772,51649,51649,328
21773,51650,51650,370
21774,51652,51652,1783
21775,51653,51653,1379
21776,51654,51654,526
21777,51656,51656,71
21778,52001,52001,43173
21779,52004,52001,43173
21780,52099,52001,43173
21781,52002,52002,14559
21782,52003,52003,13436
21783,52030,52030,434
21784,52031,52031,5120
21785,52071,52031,5120
21786,52075,52031,5120
21787,52032,52032,1456
21788,52033,52033,3202
21789,52035,52035,1010
21790,52036,52057,8222
21791,52057,52057,8222
21792,52037,52037,1223
21793,52038,52038,491
21794,52039,52039,1158
21795,52040,52040,5526
21796,52041,52041,1608
21797,52042,52042,1999
21798,52043,52043,2321
21799,52044,52044,153
21800,52045,52045,2589
21801,52046,52046,2127
21802,52047,52047,567
21803,52048,52048,333
21804,52049,52049,1270
21805,52050,52050,515
21806,52052,52052,3136
21807,52053,52053,1163
21808,52054,52054,940
21809,52056,52065,1130
21810,52065,52065,1130
21811,52060,52060,8658
21812,52064,52064,847
21813,52066,52066,80
21814,52068,52068,3924
21815,52069,52069,1609
21816,52070,52070,1128
21817,52072,52072,381
21818,52073,52073,1414
21819,52074,52074,310
21820,52076,52076,2295
21821,52077,52077,398
21822,52078,52078,914
21823,52079,52079,782
21824,52101,52101,13864
21825,52149,52101,13864
21826,52132,52132,1938
21827,52133,52133,558
21828,52134,52134,285
21829,52135,52135,864
21830,52136,52136,5967
21831,52140,52140,532
21832,52141,52141,1435
21833,52142,52142,1871
21834,52144,52144,1261
21835,52146,52146,1039
21836,52147,52147,1050
21837,52151,52151,2138
21838,52154,52154,995
21839,52155,52155,1323
21840,52156,52156,659
21841,52157,52157,1828
21842,52158,52158,314
21843,52159,52159,2330
21844,52160,52160,867
21845,52161,52161,1505
21846,52162,52162,3285
21847,52163,52163,276
21848,52164,52164,212
21849,52165,52165,1004
21850,52166,52166,104
21851,52168,52168,188
21852,52169,52169,432
21853,52170,52170,599
21854,52171,52171,1048
21855,52172,52172,6303
21856,52175,52175,3492
21857,52201,52201,1267
21858,52202,52202,1152
21859,52203,52203,1932
21860,52204,52203,1932
21861,52205,52205,8682
21862,52206,52206,2303
21863,52207,52207,383
21864,52208,52208,3153
21865,52209,52209,1074
21866,52210,52210,697
21867,52211,52211,2624
21868,52212,52212,285
21869,52213,52213,4340
21870,52214,52214,3090
21871,52215,52215,843
21872,52216,52216,1428
21873,52217,52217,590
21874,52218,52218,1788
21875,52344,52218,1788
21876,52219,52219,178
21877,52220,52220,237
21878,52221,52221,221
21879,52222,52222,709
21880,52223,52223,1351
21881,52224,52224,2016
21882,52225,52225,447
21883,52227,52227,2461
21884,52228,52228,2772
21885,52229,52229,721
21886,52231,52231,328
21887,52232,52232,178
21888,52233,52233,6981
21889,52235,52235,698
21890,52236,52236,592
21891,52237,52237,1522
21892,52240,52240,32230
21893,52244,52240,32230
21894,52241,52241,18911
21895,52242,52242,1592
21896,52243,52245,22573
21897,52245,52245,22573
21898,52246,52246,21114
21899,52247,52247,5645
21900,52248,52248,1815
21901,52249,52249,965
21902,52251,52251,590
21903,52252,52310,6431
21904,52310,52310,6431
21905,52253,52253,3192
21906,52254,52254,895
21907,52255,52255,1208
21908,52257,52257,210
21909,52301,52301,3873
21910,52302,52302,36980
21911,52305,52305,629
21912,52306,52306,1754
21913,52307,52307,90
21914,52308,52308,132
21915,52309,52309,397
21916,52312,52312,115
21917,52313,52313,397
21918,52314,52314,5865
21919,52315,52315,1222
21920,52316,52316,1659
21921,52317,52317,14775
21922,52318,52318,1033
21923,52320,52320,1203
21924,52321,52321,404
21925,52322,52322,2436
21926,52323,52323,867
21927,52324,52324,1890
21928,52325,52325,873
21929,52326,52326,547
21930,52327,52327,3012
21931,52328,52328,2826
21932,52329,52329,803
21933,52330,52330,900
21934,52332,52332,2006
21935,52333,52333,6168
21936,52334,52334,311
21937,52335,52335,709
21938,52336,52336,2363
21939,52337,52337,845
21940,52338,52338,3283
21941,52339,52339,4504
21942,52340,52340,2180
21943,52341,52341,1093
21944,52342,52342,3274
21945,52345,52345,1468
21946,52346,52346,1085
21947,52347,52347,1410
21948,52348,52348,51
21949,52349,52349,7643
21950,52351,52351,1455
21951,52352,52352,2025
21952,52353,52353,9173
21953,52354,52354,379
21954,52355,52355,277
21955,52356,52356,2656
21956,52358,52358,3733
21957,52359,52359,279
21958,52361,52361,4527
21959,52362,52362,1041
21960,52401,52401,2017
21961,52406,52401,2017
21962,52407,52401,2017
21963,52402,52402,40149
21964,52498,52402,40149
21965,52499,52402,40149
21966,52403,52403,23673
21967,52409,52403,23673
21968,52410,52403,23673
21969,52404,52404,37796
21970,52497,52404,37796
21971,52405,52405,23621
21972,52408,52405,23621
21973,52411,52411,6896
21974,52501,52501,30220
21975,52530,52530,1005
21976,52531,52531,5976
21977,52533,52533,1215
21978,52534,52534,284
21979,52535,52535,888
21980,52536,52536,967
21981,52537,52537,7098
21982,52540,52540,1420
21983,52542,52542,395
21984,52542,52542,40
21985,52543,52543,291
21986,52544,52544,7847
21987,52548,52548,97
21988,52549,52549,762
21989,52550,52550,585
21990,52551,52551,688
21991,52552,52552,830
21992,52553,52553,1745
21993,52554,52554,1373
21994,52555,52555,344
21995,52556,52556,13247
21996,52557,52557,85
21997,52560,52560,430
21998,52561,52561,962
21999,52562,52591,3028
22000,52591,52591,3028
22001,52563,52563,1583
22002,52568,52563,1583
22003,52565,52565,2027
22004,52566,52566,168
22005,52567,52567,615
22006,52569,52569,610
22007,52570,52570,954
22008,52571,52571,1407
22009,52572,52572,1132
22010,52573,52573,137
22011,52573,52573,25
22012,52574,52574,826
22013,52576,52576,568
22014,52577,52577,15055
22015,52580,52580,460
22016,52581,52581,305
22017,52583,52583,342
22018,52584,52584,438
22019,52585,52585,988
22020,52586,52586,521
22021,52588,52588,134
22022,52590,52590,1246
22023,52593,52593,142
22024,52594,52594,399
22025,52595,52595,416
22026,52601,52601,29723
22027,52619,52619,594
22028,52620,52620,938
22029,52621,52621,668
22030,52623,52623,1993
22031,52624,52624,290
22032,52625,52625,2802
22033,52626,52626,1245
22034,52626,52626,101
22035,52631,52626,1245
22036,52631,52626,101
22037,52627,52627,13105
22038,52630,52630,445
22039,52632,52632,13086
22040,52635,52635,675
22041,52637,52637,2449
22042,52638,52638,514
22043,52639,52639,2002
22044,52640,52640,1447
22045,52641,52641,12357
22046,52642,52641,12357
22047,52652,52641,12357
22048,52644,52644,412
22049,52645,52645,3176
22050,52646,52646,376
22051,52647,52647,229
22052,52648,52656,2359
22053,52656,52656,2359
22054,52649,52649,887
22055,52650,52650,826
22056,52651,52651,646
22057,52653,52653,3570
22058,52654,52654,1728
22059,52655,52655,4219
22060,52657,52657,95
22061,52658,52658,1071
22062,52659,52659,1553
22063,52660,52660,226
22064,52701,52701,108
22065,52720,52720,861
22066,52721,52721,798
22067,52722,52722,34754
22068,52726,52726,4468
22069,52727,52727,409
22070,52728,52728,1110
22071,52729,52729,874
22072,52730,52730,4950
22073,52731,52731,894
22074,52732,52732,28293
22075,52733,52732,28293
22076,52734,52732,28293
22077,52736,52732,28293
22078,52771,52732,28293
22079,52737,52737,384
22080,52738,52738,3567
22081,52739,52739,745
22082,52742,52742,7618
22083,52745,52745,633
22084,52746,52746,967
22085,52747,52747,2106
22086,52748,52748,8850
22087,52749,52749,925
22088,52750,52750,619
22089,52751,52751,1054
22090,52752,52752,515
22091,52753,52753,5153
22092,52754,52754,1274
22093,52755,52755,1928
22094,52756,52756,2133
22095,52757,52757,201
22096,52758,52758,199
22097,52759,52761,30678
22098,52761,52761,30678
22099,52760,52760,533
22100,52765,52765,453
22101,52766,52766,820
22102,52767,52767,349
22103,52768,52768,1426
22104,52769,52769,671
22105,52772,52772,5029
22106,52773,52773,2380
22107,52774,52774,136
22108,52776,52776,4947
22109,52777,52777,1357
22110,52778,52778,4043
22111,52801,52801,1122
22112,52805,52801,1122
22113,52802,52802,10868
22114,52808,52802,10868
22115,52803,52803,22174
22116,52804,52804,27379
22117,52806,52806,27503
22118,52809,52806,27503
22119,52807,52807,13470
22120,53001,53001,1901
22121,53002,53002,2299
22122,53003,53003,141
22123,53004,53004,3330
22124,53005,53005,19425
22125,53006,53006,1779
22126,53007,53007,1841
22127,53008,53045,21686
22128,53045,53045,21686
22129,53010,53010,7681
22130,53011,53011,2260
22131,53012,53012,18097
22132,53013,53013,3308
22133,53014,53014,7962
22134,53015,53015,2609
22135,53016,53016,384
22136,53017,53017,5538
22137,53018,53018,7899
22138,53019,53019,2027
22139,53020,53020,3500
22140,53021,53021,4709
22141,53022,53022,18920
22142,53023,53023,1496
22143,53026,53023,1496
22144,53024,53024,16579
22145,53027,53027,22041
22146,53029,53029,20799
22147,53056,53029,20799
22148,53064,53029,20799
22149,53031,53031,43
22150,53032,53032,4757
22151,53033,53033,4885
22152,53034,53034,1811
22153,53035,53035,2406
22154,53099,53035,2406
22155,53036,53036,2720
22156,53037,53037,9260
22157,53038,53038,4013
22158,53039,53039,4863
22159,53040,53040,8064
22160,53042,53042,6690
22161,53044,53044,2297
22162,53046,53046,1107
22163,53047,53047,78
22164,53048,53048,3364
22165,53049,53049,2451
22166,53050,53050,6986
22167,53051,53051,35651
22168,53052,53051,35651
22169,53057,53057,1928
22170,53058,53058,3243
22171,53059,53059,1767
22172,53060,53090,21873
22173,53090,53090,21873
22174,53061,53061,5196
22175,53062,53061,5196
22176,53063,53063,1552
22177,53065,53065,2226
22178,53066,53066,33830
22179,53069,53069,697
22180,53070,53070,4713
22181,53072,53072,23907
22182,53073,53073,15757
22183,53074,53074,12880
22184,53075,53075,3345
22185,53076,53076,3648
22186,53078,53078,1912
22187,53079,53079,1413
22188,53080,53080,5715
22189,53081,53081,43129
22190,53082,53081,43129
22191,53083,53083,20362
22192,53085,53085,11267
22193,53086,53086,8255
22194,53088,53088,379
22195,53089,53089,18568
22196,53091,53091,2018
22197,53092,53092,20024
22198,53093,53093,1981
22199,53094,53094,19169
22200,53095,53095,27139
22201,53097,53097,6319
22202,53098,53098,11965
22203,53101,53128,8947
22204,53128,53128,8947
22205,53157,53128,8947
22206,53159,53128,8947
22207,53102,53179,6310
22208,53109,53179,6310
22209,53179,53179,6310
22210,53103,53103,3724
22211,53104,53104,5426
22212,53194,53104,5426
22213,53105,53105,29225
22214,53138,53105,29225
22215,53148,53105,29225
22216,53152,53105,29225
22217,53108,53108,3329
22218,53110,53110,18320
22219,53114,53114,2678
22220,53115,53115,15788
22221,53118,53118,7202
22222,53119,53119,5608
22223,53120,53120,9679
22224,53121,53121,19045
22225,53176,53121,19045
22226,53122,53122,5985
22227,53125,53125,1895
22228,53126,53126,6431
22229,53127,53189,26228
22230,53189,53189,26228
22231,53129,53129,13973
22232,53130,53130,7755
22233,53132,53132,34863
22234,53137,53137,1702
22235,53139,53139,2802
22236,53140,53140,30017
22237,53141,53140,30017
22238,53142,53142,32375
22239,53143,53143,23264
22240,53144,53144,27256
22241,53171,53144,27256
22242,53146,53146,7458
22243,53147,53147,16457
22244,53149,53149,19057
22245,53150,53150,24850
22246,53151,53151,31987
22247,53153,53153,2328
22248,53154,53154,34451
22249,53156,53156,2992
22250,53158,53158,15917
22251,53167,53167,399
22252,53168,53168,8643
22253,53170,53170,2380
22254,53172,53172,21156
22255,53177,53177,8329
22256,53178,53178,2626
22257,53181,53181,7357
22258,53182,53182,9412
22259,53183,53183,2815
22260,53184,53184,4271
22261,53185,53185,18551
22262,53186,53186,33592
22263,53187,53186,33592
22264,53188,53188,35195
22265,53190,53190,19200
22266,53191,53191,2842
22267,53192,53192,217
22268,53195,53195,114
22269,53201,53204,42355
22270,53204,53204,42355
22271,53274,53204,42355
22272,53202,53202,23386
22273,53267,53202,23386
22274,53278,53202,23386
22275,53288,53202,23386
22276,53203,53203,938
22277,53259,53203,938
22278,53268,53203,938
22279,53290,53203,938
22280,53293,53203,938
22281,53205,53205,10050
22282,53206,53206,28210
22283,53207,53207,35149
22284,53237,53207,35149
22285,53208,53208,31133
22286,53209,53209,46917
22287,53210,53210,28126
22288,53211,53211,35406
22289,53212,53212,30416
22290,53213,53213,26020
22291,53214,53214,34725
22292,53215,53215,60953
22293,53234,53215,60953
22294,53216,53216,32264
22295,53217,53217,29192
22296,53218,53218,40625
22297,53219,53219,33880
22298,53220,53220,26303
22299,53221,53221,37701
22300,53222,53222,25165
22301,53263,53222,25165
22302,53223,53223,29230
22303,53224,53224,21284
22304,53225,53225,25706
22305,53226,53226,18370
22306,53227,53227,23357
22307,53228,53228,14369
22308,53233,53233,16453
22309,53235,53235,9270
22310,53295,53295,359
22311,53401,53403,27432
22312,53403,53403,27432
22313,53407,53403,27432
22314,53402,53402,33174
22315,53404,53404,15658
22316,53405,53405,25193
22317,53406,53406,25845
22318,53408,53406,25845
22319,53501,53501,23
22320,53502,53502,2421
22321,53503,53503,1947
22322,53504,53504,2084
22323,53505,53505,354
22324,53506,53506,1125
22325,53507,53507,2196
22326,53508,53508,5262
22327,53510,53510,1482
22328,53511,53511,48929
22329,53512,53511,48929
22330,53515,53515,2268
22331,53516,53516,2152
22332,53517,53517,1752
22333,53518,53518,1330
22334,53520,53520,6810
22335,53521,53521,3656
22336,53522,53522,1085
22337,53523,53523,4949
22338,53525,53525,4052
22339,53526,53526,565
22340,53527,53527,9963
22341,53528,53528,5734
22342,53529,53529,2031
22343,53530,53530,4566
22344,53531,53531,4338
22345,53532,53532,13606
22346,53533,53533,7276
22347,53535,53533,7276
22348,53595,53533,7276
22349,53534,53534,11512
22350,53536,53536,8503
22351,53537,53537,781
22352,53538,53538,18468
22353,53540,53540,169
22354,53541,53541,861
22355,53542,53576,2319
22356,53576,53576,2319
22357,53543,53543,1641
22358,53544,53544,800
22359,53545,53545,23117
22360,53547,53545,23117
22361,53546,53546,30648
22362,53548,53548,18558
22363,53549,53549,10414
22364,53550,53550,1239
22365,53551,53551,8273
22366,53553,53553,624
22367,53554,53554,1134
22368,53555,53555,8465
22369,53556,53556,2594
22370,53584,53556,2594
22371,53557,53557,482
22372,53558,53558,10742
22373,53559,53559,6063
22374,53560,53560,3458
22375,53561,53561,1618
22376,53562,53562,23627
22377,53563,53563,10728
22378,53565,53565,4765
22379,53566,53566,15217
22380,53569,53569,1155
22381,53570,53570,2627
22382,53571,53571,280
22383,53572,53572,9970
22384,53573,53573,3062
22385,53574,53574,3877
22386,53575,53575,15494
22387,53577,53577,1371
22388,53578,53578,5924
22389,53579,53579,1760
22390,53580,53580,564
22391,53581,53581,10699
22392,53582,53582,1079
22393,53583,53583,5747
22394,53585,53585,2215
22395,53586,53586,2284
22396,53587,53587,1290
22397,53588,53588,4077
22398,53589,53589,19427
22399,53590,53590,36294
22400,53596,53590,36294
22401,53593,53593,19225
22402,53594,53594,5144
22403,53597,53597,16844
22404,53598,53598,2511
22405,53599,53599,69
22406,53701,53703,27958
22407,53703,53703,27958
22408,53782,53703,27958
22409,53785,53703,27958
22410,53786,53703,27958
22411,53788,53703,27958
22412,53789,53703,27958
22413,53790,53703,27958
22414,53702,53702,50
22415,53704,53704,44034
22416,53777,53704,44034
22417,53705,53705,23494
22418,53706,53706,5133
22419,53707,53714,16463
22420,53708,53714,16463
22421,53714,53714,16463
22422,53778,53714,16463
22423,53779,53714,16463
22424,53791,53714,16463
22425,53793,53714,16463
22426,53794,53714,16463
22427,53711,53711,45728
22428,53744,53711,45728
22429,53713,53713,22146
22430,53774,53713,22146
22431,53784,53713,22146
22432,53715,53715,12136
22433,53725,53715,12136
22434,53716,53716,18419
22435,53717,53717,11962
22436,53718,53718,11753
22437,53783,53718,11753
22438,53719,53719,28487
22439,53726,53726,5177
22440,53792,53792,0
22441,53801,53801,878
22442,53802,53802,58
22443,53803,53803,1306
22444,53804,53804,1372
22445,53805,53805,5269
22446,53806,53806,1831
22447,53807,53807,4843
22448,53812,53807,4843
22449,53808,53808,1049
22450,53809,53809,4120
22451,53810,53810,429
22452,53811,53811,3371
22453,53824,53811,3371
22454,53813,53813,6075
22455,53816,53816,810
22456,53817,53817,205
22457,53818,53818,15091
22458,53820,53820,2532
22459,53821,53821,8456
22460,53825,53825,487
22461,53826,53826,1332
22462,53827,53827,292
22463,53901,53901,14445
22464,53910,53910,3508
22465,53911,53911,1351
22466,53913,53913,19881
22467,53916,53916,22507
22468,53919,53919,2629
22469,53920,53920,414
22470,53922,53922,1036
22471,53923,53923,2098
22472,53924,53924,1360
22473,53925,53925,7781
22474,53926,53926,1628
22475,53927,53934,4396
22476,53934,53934,4396
22477,53928,53928,128
22478,53929,53929,2782
22479,53930,53930,1285
22480,53931,53931,237
22481,53932,53932,2573
22482,53933,53933,4117
22483,53935,53935,307
22484,53936,53936,1610
22485,53937,53937,1053
22486,53939,53939,244
22487,53940,53965,10398
22488,53965,53965,10398
22489,53941,53941,2932
22490,53942,53941,2932
22491,53943,53943,1065
22492,53944,53944,2224
22493,53946,53946,4386
22494,53947,53947,137
22495,53948,53948,8414
22496,53949,53949,6011
22497,53950,53950,5449
22498,53951,53951,2601
22499,53952,53952,4377
22500,53953,53953,282
22501,53954,53954,6926
22502,53955,53955,5692
22503,53956,53956,3397
22504,53957,53956,3397
22505,53958,53959,13384
22506,53959,53959,13384
22507,53960,53960,3268
22508,53961,53961,837
22509,53962,53968,2329
22510,53968,53968,2329
22511,53963,53963,13910
22512,53964,53964,3604
22513,53969,53969,419
22514,54001,54001,8155
22515,54002,54002,6278
22516,54003,54003,1013
22517,54004,54004,2317
22518,54005,54005,3056
22519,54006,54006,743
22520,54007,54007,1188
22521,54009,54009,2509
22522,54010,54010,50
22523,54011,54011,6819
22524,54013,54013,3475
22525,54014,54014,2232
22526,54015,54015,3586
22527,54016,54016,30108
22528,54017,54017,16743
22529,54020,54020,7260
22530,54021,54021,6622
22531,54022,54022,22358
22532,54023,54023,3833
22533,54024,54024,4811
22534,54025,54025,6864
22535,54026,54026,1809
22536,54027,54027,989
22537,54028,54028,2493
22538,54082,54082,1696
22539,54101,54101,2751
22540,54102,54102,875
22541,54103,54103,418
22542,54104,54104,1051
22543,54106,54106,4997
22544,54107,54107,3727
22545,54182,54107,3727
22546,54110,54110,5338
22547,54111,54111,2132
22548,54112,54112,2284
22549,54113,54113,3325
22550,54114,54114,5178
22551,54115,54115,41178
22552,54344,54115,41178
22553,54119,54119,1083
22554,54120,54120,245
22555,54121,54121,2982
22556,54123,54123,238
22557,54124,54124,3881
22558,54125,54125,519
22559,54126,54126,3625
22560,54127,54127,76
22561,54128,54128,1778
22562,54129,54129,3477
22563,54130,54130,25108
22564,54131,54130,25108
22565,54135,54135,3096
22566,54136,54136,6406
22567,54137,54137,1115
22568,54138,54138,821
22569,54139,54139,3096
22570,54140,54140,8533
22571,54141,54141,2549
22572,54143,54143,15225
22573,54149,54149,1184
22574,54150,54150,1037
22575,54151,54151,3556
22576,54152,54165,7539
22577,54165,54165,7539
22578,54153,54153,7252
22579,54154,54154,5548
22580,54155,54155,5451
22581,54156,54156,1535
22582,54157,54157,5986
22583,54159,54159,1434
22584,54160,54160,253
22585,54161,54161,2696
22586,54162,54162,9065
22587,54166,54166,17002
22588,54169,54169,2600
22589,54170,54170,3730
22590,54171,54171,3362
22591,54173,54173,4095
22592,54174,54174,3013
22593,54175,54175,1018
22594,54177,54177,2898
22595,54180,54180,2861
22596,54201,54201,5345
22597,54202,54202,1240
22598,54204,54204,1819
22599,54205,54205,2177
22600,54207,54207,176
22601,54208,54208,6061
22602,54240,54208,6061
22603,54209,54209,1195
22604,54210,54210,897
22605,54211,54211,277
22606,54212,54212,997
22607,54213,54213,1276
22608,54214,54214,334
22609,54215,54247,2339
22610,54247,54247,2339
22611,54216,54216,6276
22612,54217,54217,7405
22613,54220,54220,40220
22614,54221,54220,40220
22615,54226,54235,17203
22616,54235,54235,17203
22617,54227,54227,1568
22618,54228,54228,2682
22619,54229,54229,4306
22620,54230,54230,4782
22621,54232,54232,779
22622,54234,54234,1614
22623,54241,54241,14884
22624,54245,54245,2259
22625,54246,54246,708
22626,54301,54301,22742
22627,54302,54302,30611
22628,54308,54302,30611
22629,54303,54303,27041
22630,54306,54303,27041
22631,54304,54304,28153
22632,54324,54304,28153
22633,54305,54313,35897
22634,54313,54313,35897
22635,54307,54307,1092
22636,54311,54311,33580
22637,54401,54401,30702
22638,54402,54403,24272
22639,54403,54403,24272
22640,54404,54449,26418
22641,54449,54449,26418
22642,54472,54449,26418
22643,54405,54405,3032
22644,54406,54406,3469
22645,54407,54407,1515
22646,54408,54408,1068
22647,54409,54409,13238
22648,54464,54409,13238
22649,54410,54410,2392
22650,54411,54411,5406
22651,54412,54412,2181
22652,54413,54413,191
22653,54414,54414,3404
22654,54415,54454,1279
22655,54454,54454,1279
22656,54416,54416,1684
22657,54978,54416,1684
22658,54417,54417,46
22659,54418,54418,1080
22660,54420,54420,1307
22661,54421,54421,3455
22662,54422,54422,1209
22663,54423,54423,2343
22664,54424,54424,1651
22665,54425,54425,2036
22666,54426,54426,4479
22667,54427,54427,1099
22668,54429,54427,1099
22669,54428,54428,1127
22670,54430,54430,135
22671,54432,54499,3223
22672,54499,54499,3223
22673,54433,54433,1845
22674,54439,54433,1845
22675,54434,54766,1707
22676,54766,54766,1707
22677,54435,54435,2010
22678,54436,54436,2203
22679,54437,54437,3077
22680,54440,54440,2964
22681,54441,54441,828
22682,54442,54442,1177
22683,54443,54443,2137
22684,54446,54446,3123
22685,54447,54447,498
22686,54448,54448,4249
22687,54450,54450,436
22688,54451,54451,11755
22689,54452,54452,19360
22690,54455,54455,17029
22691,54456,54456,6085
22692,54457,54457,8539
22693,54458,54458,124
22694,54459,54459,1148
22695,54460,54460,2746
22696,54462,54462,348
22697,54463,54463,684
22698,54465,54465,536
22699,54466,54466,2815
22700,54467,54467,13635
22701,54492,54467,13635
22702,54469,54469,1792
22703,54470,54470,2068
22704,54471,54471,1854
22705,54473,54473,2700
22706,54474,54474,4019
22707,54475,54475,1482
22708,54476,54476,18580
22709,54479,54479,4119
22710,54480,54480,1332
22711,54481,54481,29340
22712,54482,54482,8955
22713,54484,54484,4984
22714,54485,54485,322
22715,54486,54486,2290
22716,54487,54487,9594
22717,54532,54487,9594
22718,54488,54488,1262
22719,54489,54489,1550
22720,54490,54490,893
22721,54491,54491,1652
22722,54493,54493,668
22723,54494,54494,27126
22724,54495,54495,7637
22725,54498,54498,2421
22726,54501,54501,20019
22727,54543,54501,20019
22728,54511,54511,1216
22729,54512,54512,833
22730,54513,54513,478
22731,54514,54514,1717
22732,54515,54515,472
22733,54517,54517,112
22734,54519,54519,1231
22735,54520,54520,4141
22736,54521,54521,7509
22737,54524,54524,670
22738,54525,54525,279
22739,54526,54526,919
22740,54527,54527,1081
22741,54529,54529,1133
22742,54530,54530,868
22743,54531,54531,1454
22744,54534,54534,2459
22745,54536,54536,184
22746,54537,54537,561
22747,54538,54538,3137
22748,54539,54539,1383
22749,54540,54540,16
22750,54540,54540,931
22751,54541,54541,1552
22752,54542,54542,470
22753,54545,54545,736
22754,54546,54546,1266
22755,54547,54547,1392
22756,54548,54548,4626
22757,54550,54550,685
22758,54552,54552,4416
22759,54554,54554,10
22760,54554,54554,1110
22761,54555,54555,4872
22762,54556,54556,1298
22763,54557,54557,925
22764,54558,54558,2177
22765,54559,54559,795
22766,54560,54560,589
22767,54561,54561,35
22768,54562,54562,1948
22769,54563,54563,720
22770,54564,54564,387
22771,54565,54565,60
22772,54566,54566,1496
22773,54568,54568,5198
22774,54601,54601,49282
22775,54602,54601,49282
22776,54603,54603,14305
22777,54610,54610,1624
22778,54611,54611,1307
22779,54612,54612,5152
22780,54613,54613,1826
22781,54614,54614,2947
22782,54615,54615,10742
22783,54616,54616,2601
22784,54618,54618,2262
22785,54619,54619,3923
22786,54620,54656,17377
22787,54656,54656,17377
22788,54621,54621,1147
22789,54622,54622,2121
22790,54623,54623,1930
22791,54624,54624,1383
22792,54625,54625,240
22793,54626,54626,1215
22794,54627,54627,1819
22795,54628,54628,1092
22796,54629,54629,2576
22797,54630,54630,3770
22798,54631,54631,1844
22799,54632,54632,1247
22800,54634,54634,4258
22801,54635,54635,1799
22802,54636,54636,13737
22803,54637,54637,187
22804,54638,54638,1487
22805,54639,54639,2397
22806,54640,54654,153
22807,54654,54654,153
22808,54641,54641,2
22809,54642,54642,2125
22810,54643,54643,12
22811,54644,54644,1434
22812,54645,54645,81
22813,54646,54646,3899
22814,54648,54648,1737
22815,54649,54660,15688
22816,54660,54660,15688
22817,54662,54660,15688
22818,54650,54650,23377
22819,54651,54651,1382
22820,54652,54652,953
22821,54653,54653,894
22822,54655,54655,1778
22823,54657,54657,411
22824,54658,54658,2501
22825,54659,54659,1409
22826,54661,54661,3415
22827,54664,54664,1516
22828,54665,54665,8427
22829,54666,54666,2593
22830,54667,54667,4599
22831,54669,54669,7619
22832,54670,54670,1878
22833,54701,54701,38803
22834,54702,54703,42272
22835,54703,54703,42272
22836,54720,54720,7039
22837,54721,54721,1373
22838,54722,54722,4016
22839,54723,54723,1191
22840,54724,54724,7174
22841,54725,54725,2897
22842,54726,54726,1690
22843,54727,54727,4915
22844,54728,54728,6139
22845,54729,54729,31469
22846,54774,54729,31469
22847,54730,54730,4903
22848,54731,54731,802
22849,54732,54732,2924
22850,54733,54733,1340
22851,54734,54734,856
22852,54735,54751,25642
22853,54751,54751,25642
22854,54736,54736,4127
22855,54737,54737,487
22856,54738,54738,3149
22857,54739,54739,4950
22858,54740,54740,2056
22859,54741,54741,1577
22860,54742,54742,4459
22861,54743,54755,7502
22862,54755,54755,7502
22863,54764,54755,7502
22864,54745,54745,2261
22865,54746,54746,746
22866,54747,54747,2534
22867,54748,54748,1217
22868,54749,54749,1231
22869,54750,54750,1062
22870,54754,54754,1552
22871,54756,54756,916
22872,54757,54757,3314
22873,54758,54758,4626
22874,54759,54759,1533
22875,54760,54760,255
22876,54761,54761,1216
22877,54762,54762,1246
22878,54763,54763,1134
22879,54765,54765,24
22880,54767,54767,3221
22881,54768,54768,5990
22882,54769,54769,502
22883,54770,54770,2101
22884,54771,54771,4286
22885,54772,54772,1103
22886,54773,54773,3336
22887,54801,54801,6493
22888,54805,54805,1471
22889,54806,54806,11810
